,subject,predicate,object
20352,4716-HHKQH,hasLongitude,-117.737997
20353,4716-HHKQH,hasLatitude,34.083086
20354,4716-HHKQH,hasGender,Male
20355,3055-MJDSB,hasZipCode,95365
20356,3055-MJDSB,hasChurned,False
20357,3055-MJDSB,totalCharges,190.1
20358,3055-MJDSB,hasMonthlyCharges,24.6
20359,3055-MJDSB,usesPaymentMethod,Mailed check
20360,3055-MJDSB,hasPaperlessBilling,True
20361,3055-MJDSB,hasContractType,Month-to-month
20362,3055-MJDSB,hasStreamingMovies,False
20363,3055-MJDSB,hasStreamingTV,False
20364,3055-MJDSB,hasTechSupport,False
20365,3055-MJDSB,hasDeviceProtection,False
20366,3055-MJDSB,hasOnlineBackup,False
20367,3055-MJDSB,hasOnlineSecurity,False
20368,3055-MJDSB,hasInternetService,DSL
20369,3055-MJDSB,hasMultipleLines,No phone service
20370,3055-MJDSB,hasPhoneService,False
20371,3055-MJDSB,hasTenure,9
20372,3055-MJDSB,hasDependents,False
20373,3055-MJDSB,hasPartner,False
20374,3055-MJDSB,SeniorCitizen,False
20375,3055-MJDSB,hasLongitude,-120.306399
20376,3055-MJDSB,hasLatitude,37.329725
20377,3055-MJDSB,hasGender,Male
20378,3936-QQFLL,hasZipCode,92320
20379,3936-QQFLL,hasChurned,False
20380,3936-QQFLL,totalCharges,39.3
20381,3936-QQFLL,hasMonthlyCharges,19.75
20382,3936-QQFLL,usesPaymentMethod,Mailed check
20383,3936-QQFLL,hasPaperlessBilling,False
20384,3936-QQFLL,hasContractType,Month-to-month
20385,3936-QQFLL,hasStreamingMovies,No internet service
20386,3936-QQFLL,hasStreamingTV,No internet service
20387,3936-QQFLL,hasTechSupport,No internet service
20388,3936-QQFLL,hasDeviceProtection,No internet service
20389,3936-QQFLL,hasOnlineBackup,No internet service
20390,3936-QQFLL,hasOnlineSecurity,No internet service
20391,3936-QQFLL,hasInternetService,False
20392,3936-QQFLL,hasMultipleLines,False
20393,3936-QQFLL,hasPhoneService,True
20394,3936-QQFLL,hasTenure,2
20395,3936-QQFLL,hasDependents,False
20396,3936-QQFLL,hasPartner,False
20397,3936-QQFLL,SeniorCitizen,False
20398,3936-QQFLL,hasLongitude,-117.057627
20399,3936-QQFLL,hasLatitude,33.982787
20400,3936-QQFLL,hasGender,Male
20401,3956-MGXOG,hasZipCode,95350
20402,3956-MGXOG,hasChurned,False
20403,3956-MGXOG,totalCharges,2244.95
20404,3956-MGXOG,hasMonthlyCharges,80.6
20405,3956-MGXOG,usesPaymentMethod,Electronic check
20406,3956-MGXOG,hasPaperlessBilling,True
20407,3956-MGXOG,hasContractType,Month-to-month
20408,3956-MGXOG,hasStreamingMovies,True
20409,3956-MGXOG,hasStreamingTV,False
20410,3956-MGXOG,hasTechSupport,False
20411,3956-MGXOG,hasDeviceProtection,False
20412,3956-MGXOG,hasOnlineBackup,False
20413,3956-MGXOG,hasOnlineSecurity,False
20414,3956-MGXOG,hasInternetService,Fiber optic
20415,3956-MGXOG,hasMultipleLines,False
20416,3956-MGXOG,hasPhoneService,True
20417,3956-MGXOG,hasTenure,28
20418,3956-MGXOG,hasDependents,False
20419,3956-MGXOG,hasPartner,False
20420,3956-MGXOG,SeniorCitizen,False
20421,3956-MGXOG,hasLongitude,-121.007575
20422,3956-MGXOG,hasLatitude,37.671806
20423,3956-MGXOG,hasGender,Female
20424,2050-ONYDQ,hasZipCode,94037
20425,2050-ONYDQ,hasChurned,False
20426,2050-ONYDQ,totalCharges,1654.85
20427,2050-ONYDQ,hasMonthlyCharges,26.0
20428,2050-ONYDQ,usesPaymentMethod,Credit card (automatic)
20429,2050-ONYDQ,hasPaperlessBilling,False
20430,2050-ONYDQ,hasContractType,Two year
20431,2050-ONYDQ,hasStreamingMovies,No internet service
20432,2050-ONYDQ,hasStreamingTV,No internet service
20433,2050-ONYDQ,hasTechSupport,No internet service
20434,2050-ONYDQ,hasDeviceProtection,No internet service
20435,2050-ONYDQ,hasOnlineBackup,No internet service
20436,2050-ONYDQ,hasOnlineSecurity,No internet service
20437,2050-ONYDQ,hasInternetService,False
20438,2050-ONYDQ,hasMultipleLines,True
20439,2050-ONYDQ,hasPhoneService,True
20440,2050-ONYDQ,hasTenure,65
20441,2050-ONYDQ,hasDependents,True
20442,2050-ONYDQ,hasPartner,True
20443,2050-ONYDQ,SeniorCitizen,False
20444,2050-ONYDQ,hasLongitude,-122.509594
20445,2050-ONYDQ,hasLatitude,37.540582
20446,2050-ONYDQ,hasGender,Female
20447,3658-QQJYD,hasZipCode,90401
20448,3658-QQJYD,hasChurned,False
20449,3658-QQJYD,totalCharges,4698.05
20450,3658-QQJYD,hasMonthlyCharges,74.3
20451,3658-QQJYD,usesPaymentMethod,Credit card (automatic)
20452,3658-QQJYD,hasPaperlessBilling,True
20453,3658-QQJYD,hasContractType,One year
20454,3658-QQJYD,hasStreamingMovies,True
20455,3658-QQJYD,hasStreamingTV,True
20456,3658-QQJYD,hasTechSupport,False
20457,3658-QQJYD,hasDeviceProtection,False
20458,3658-QQJYD,hasOnlineBackup,True
20459,3658-QQJYD,hasOnlineSecurity,True
20460,3658-QQJYD,hasInternetService,DSL
20461,3658-QQJYD,hasMultipleLines,False
20462,3658-QQJYD,hasPhoneService,True
20463,3658-QQJYD,hasTenure,62
20464,3658-QQJYD,hasDependents,False
20465,3658-QQJYD,hasPartner,False
20466,3658-QQJYD,SeniorCitizen,False
20467,3658-QQJYD,hasLongitude,-118.493231
20468,3658-QQJYD,hasLatitude,34.015481
20469,3658-QQJYD,hasGender,Male
20470,0455-XFASS,hasZipCode,95008
20471,0455-XFASS,hasChurned,False
20472,0455-XFASS,totalCharges,200.2
20473,0455-XFASS,hasMonthlyCharges,69.55
20474,0455-XFASS,usesPaymentMethod,Electronic check
20475,0455-XFASS,hasPaperlessBilling,True
20476,0455-XFASS,hasContractType,Month-to-month
20477,0455-XFASS,hasStreamingMovies,False
20478,0455-XFASS,hasStreamingTV,False
20479,0455-XFASS,hasTechSupport,False
20480,0455-XFASS,hasDeviceProtection,False
20481,0455-XFASS,hasOnlineBackup,False
20482,0455-XFASS,hasOnlineSecurity,False
20483,0455-XFASS,hasInternetService,Fiber optic
20484,0455-XFASS,hasMultipleLines,False
20485,0455-XFASS,hasPhoneService,True
20486,0455-XFASS,hasTenure,3
20487,0455-XFASS,hasDependents,True
20488,0455-XFASS,hasPartner,True
20489,0455-XFASS,SeniorCitizen,False
20490,0455-XFASS,hasLongitude,-121.954567
20491,0455-XFASS,hasLatitude,37.279689
20492,0455-XFASS,hasGender,Female
20493,4402-FTBXC,hasZipCode,95449
20494,4402-FTBXC,hasChurned,False
20495,4402-FTBXC,totalCharges,4667
20496,4402-FTBXC,hasMonthlyCharges,89.8
20497,4402-FTBXC,usesPaymentMethod,Mailed check
20498,4402-FTBXC,hasPaperlessBilling,False
20499,4402-FTBXC,hasContractType,Month-to-month
20500,4402-FTBXC,hasStreamingMovies,False
20501,4402-FTBXC,hasStreamingTV,True
20502,4402-FTBXC,hasTechSupport,False
20503,4402-FTBXC,hasDeviceProtection,True
20504,4402-FTBXC,hasOnlineBackup,False
20505,4402-FTBXC,hasOnlineSecurity,True
20506,4402-FTBXC,hasInternetService,Fiber optic
20507,4402-FTBXC,hasMultipleLines,False
20508,4402-FTBXC,hasPhoneService,True
20509,4402-FTBXC,hasTenure,54
20510,4402-FTBXC,hasDependents,False
20511,4402-FTBXC,hasPartner,False
20512,4402-FTBXC,SeniorCitizen,False
20513,4402-FTBXC,hasLongitude,-123.118111
20514,4402-FTBXC,hasLatitude,38.93706
20515,4402-FTBXC,hasGender,Male
20516,0723-VSOBE,hasZipCode,95429
20517,0723-VSOBE,hasChurned,False
20518,0723-VSOBE,totalCharges,1596.6
20519,0723-VSOBE,hasMonthlyCharges,34.2
20520,0723-VSOBE,usesPaymentMethod,Electronic check
20521,0723-VSOBE,hasPaperlessBilling,False
20522,0723-VSOBE,hasContractType,One year
20523,0723-VSOBE,hasStreamingMovies,True
20524,0723-VSOBE,hasStreamingTV,False
20525,0723-VSOBE,hasTechSupport,False
20526,0723-VSOBE,hasDeviceProtection,False
20527,0723-VSOBE,hasOnlineBackup,False
20528,0723-VSOBE,hasOnlineSecurity,False
20529,0723-VSOBE,hasInternetService,DSL
20530,0723-VSOBE,hasMultipleLines,No phone service
20531,0723-VSOBE,hasPhoneService,False
20532,0723-VSOBE,hasTenure,45
20533,0723-VSOBE,hasDependents,False
20534,0723-VSOBE,hasPartner,False
20535,0723-VSOBE,SeniorCitizen,True
20536,0723-VSOBE,hasLongitude,-123.358701
20537,0723-VSOBE,hasLatitude,39.756049
20538,0723-VSOBE,hasGender,Female
20539,6827-IEAUQ,hasZipCode,90035
20540,6827-IEAUQ,hasChurned,False
20541,6827-IEAUQ,totalCharges,1874.45
20542,6827-IEAUQ,hasMonthlyCharges,66.15
20543,6827-IEAUQ,usesPaymentMethod,Mailed check
20544,6827-IEAUQ,hasPaperlessBilling,False
20545,6827-IEAUQ,hasContractType,One year
20546,6827-IEAUQ,hasStreamingMovies,False
20547,6827-IEAUQ,hasStreamingTV,False
20548,6827-IEAUQ,hasTechSupport,True
20549,6827-IEAUQ,hasDeviceProtection,True
20550,6827-IEAUQ,hasOnlineBackup,True
20551,6827-IEAUQ,hasOnlineSecurity,True
20552,6827-IEAUQ,hasInternetService,DSL
20553,6827-IEAUQ,hasMultipleLines,False
20554,6827-IEAUQ,hasPhoneService,True
20555,6827-IEAUQ,hasTenure,27
20556,6827-IEAUQ,hasDependents,False
20557,6827-IEAUQ,hasPartner,True
20558,6827-IEAUQ,SeniorCitizen,False
20559,6827-IEAUQ,hasLongitude,-118.383843
20560,6827-IEAUQ,hasLatitude,34.051809
20561,6827-IEAUQ,hasGender,Female
20562,3629-ZNKXA,hasZipCode,96086
20563,3629-ZNKXA,hasChurned,False
20564,3629-ZNKXA,totalCharges,1752.45
20565,3629-ZNKXA,hasMonthlyCharges,101.8
20566,3629-ZNKXA,usesPaymentMethod,Electronic check
20567,3629-ZNKXA,hasPaperlessBilling,True
20568,3629-ZNKXA,hasContractType,Month-to-month
20569,3629-ZNKXA,hasStreamingMovies,True
20570,3629-ZNKXA,hasStreamingTV,True
20571,3629-ZNKXA,hasTechSupport,False
20572,3629-ZNKXA,hasDeviceProtection,True
20573,3629-ZNKXA,hasOnlineBackup,True
20574,3629-ZNKXA,hasOnlineSecurity,False
20575,3629-ZNKXA,hasInternetService,Fiber optic
20576,3629-ZNKXA,hasMultipleLines,False
20577,3629-ZNKXA,hasPhoneService,True
20578,3629-ZNKXA,hasTenure,17
20579,3629-ZNKXA,hasDependents,False
20580,3629-ZNKXA,hasPartner,False
20581,3629-ZNKXA,SeniorCitizen,True
20582,3629-ZNKXA,hasLongitude,-123.260788
20583,3629-ZNKXA,hasLatitude,41.924174
20584,3629-ZNKXA,hasGender,Male
20585,0021-IKXGC,hasZipCode,92078
20586,0021-IKXGC,hasChurned,False
20587,0021-IKXGC,totalCharges,72.1
20588,0021-IKXGC,hasMonthlyCharges,72.1
20589,0021-IKXGC,usesPaymentMethod,Electronic check
20590,0021-IKXGC,hasPaperlessBilling,True
20591,0021-IKXGC,hasContractType,Month-to-month
20592,0021-IKXGC,hasStreamingMovies,False
20593,0021-IKXGC,hasStreamingTV,False
20594,0021-IKXGC,hasTechSupport,False
20595,0021-IKXGC,hasDeviceProtection,False
20596,0021-IKXGC,hasOnlineBackup,False
20597,0021-IKXGC,hasOnlineSecurity,False
20598,0021-IKXGC,hasInternetService,Fiber optic
20599,0021-IKXGC,hasMultipleLines,True
20600,0021-IKXGC,hasPhoneService,True
20601,0021-IKXGC,hasTenure,1
20602,0021-IKXGC,hasDependents,False
20603,0021-IKXGC,hasPartner,False
20604,0021-IKXGC,SeniorCitizen,True
20605,0021-IKXGC,hasLongitude,-117.166036
20606,0021-IKXGC,hasLatitude,33.119028
20607,0021-IKXGC,hasGender,Female
20608,9170-ARBTB,hasZipCode,95018
20609,9170-ARBTB,hasChurned,False
20610,9170-ARBTB,totalCharges,1012.4
20611,9170-ARBTB,hasMonthlyCharges,19.6
20612,9170-ARBTB,usesPaymentMethod,Credit card (automatic)
20613,9170-ARBTB,hasPaperlessBilling,False
20614,9170-ARBTB,hasContractType,One year
20615,9170-ARBTB,hasStreamingMovies,No internet service
20616,9170-ARBTB,hasStreamingTV,No internet service
20617,9170-ARBTB,hasTechSupport,No internet service
20618,9170-ARBTB,hasDeviceProtection,No internet service
20619,9170-ARBTB,hasOnlineBackup,No internet service
20620,9170-ARBTB,hasOnlineSecurity,No internet service
20621,9170-ARBTB,hasInternetService,False
20622,9170-ARBTB,hasMultipleLines,False
20623,9170-ARBTB,hasPhoneService,True
20624,9170-ARBTB,hasTenure,52
20625,9170-ARBTB,hasDependents,False
20626,9170-ARBTB,hasPartner,True
20627,9170-ARBTB,SeniorCitizen,False
20628,9170-ARBTB,hasLongitude,-122.062213
20629,9170-ARBTB,hasLatitude,37.089111
20630,9170-ARBTB,hasGender,Female
20631,1385-TQOZW,hasZipCode,95417
20632,1385-TQOZW,hasChurned,False
20633,1385-TQOZW,totalCharges,147.55
20634,1385-TQOZW,hasMonthlyCharges,20.45
20635,1385-TQOZW,usesPaymentMethod,Credit card (automatic)
20636,1385-TQOZW,hasPaperlessBilling,True
20637,1385-TQOZW,hasContractType,Month-to-month
20638,1385-TQOZW,hasStreamingMovies,No internet service
20639,1385-TQOZW,hasStreamingTV,No internet service
20640,1385-TQOZW,hasTechSupport,No internet service
20641,1385-TQOZW,hasDeviceProtection,No internet service
20642,1385-TQOZW,hasOnlineBackup,No internet service
20643,1385-TQOZW,hasOnlineSecurity,No internet service
20644,1385-TQOZW,hasInternetService,False
20645,1385-TQOZW,hasMultipleLines,False
20646,1385-TQOZW,hasPhoneService,True
20647,1385-TQOZW,hasTenure,9
20648,1385-TQOZW,hasDependents,False
20649,1385-TQOZW,hasPartner,False
20650,1385-TQOZW,SeniorCitizen,False
20651,1385-TQOZW,hasLongitude,-123.682799
20652,1385-TQOZW,hasLatitude,39.710591
20653,1385-TQOZW,hasGender,Female
20654,9971-ZWPBF,hasZipCode,94563
20655,9971-ZWPBF,hasChurned,False
20656,9971-ZWPBF,totalCharges,3625.2
20657,9971-ZWPBF,hasMonthlyCharges,108.9
20658,9971-ZWPBF,usesPaymentMethod,Electronic check
20659,9971-ZWPBF,hasPaperlessBilling,True
20660,9971-ZWPBF,hasContractType,Month-to-month
20661,9971-ZWPBF,hasStreamingMovies,True
20662,9971-ZWPBF,hasStreamingTV,True
20663,9971-ZWPBF,hasTechSupport,True
20664,9971-ZWPBF,hasDeviceProtection,True
20665,9971-ZWPBF,hasOnlineBackup,True
20666,9971-ZWPBF,hasOnlineSecurity,False
20667,9971-ZWPBF,hasInternetService,Fiber optic
20668,9971-ZWPBF,hasMultipleLines,True
20669,9971-ZWPBF,hasPhoneService,True
20670,9971-ZWPBF,hasTenure,34
20671,9971-ZWPBF,hasDependents,True
20672,9971-ZWPBF,hasPartner,True
20673,9971-ZWPBF,SeniorCitizen,True
20674,9971-ZWPBF,hasLongitude,-122.20522
20675,9971-ZWPBF,hasLatitude,37.873916
20676,9971-ZWPBF,hasGender,Male
20677,9489-JMTTN,hasZipCode,95323
20678,9489-JMTTN,hasChurned,False
20679,9489-JMTTN,totalCharges,6595.9
20680,9489-JMTTN,hasMonthlyCharges,89.75
20681,9489-JMTTN,usesPaymentMethod,Credit card (automatic)
20682,9489-JMTTN,hasPaperlessBilling,False
20683,9489-JMTTN,hasContractType,Two year
20684,9489-JMTTN,hasStreamingMovies,True
20685,9489-JMTTN,hasStreamingTV,True
20686,9489-JMTTN,hasTechSupport,True
20687,9489-JMTTN,hasDeviceProtection,True
20688,9489-JMTTN,hasOnlineBackup,True
20689,9489-JMTTN,hasOnlineSecurity,True
20690,9489-JMTTN,hasInternetService,DSL
20691,9489-JMTTN,hasMultipleLines,True
20692,9489-JMTTN,hasPhoneService,True
20693,9489-JMTTN,hasTenure,72
20694,9489-JMTTN,hasDependents,True
20695,9489-JMTTN,hasPartner,True
20696,9489-JMTTN,SeniorCitizen,False
20697,9489-JMTTN,hasLongitude,-120.69955
20698,9489-JMTTN,hasLatitude,37.605926
20699,9489-JMTTN,hasGender,Female
20700,0537-QYZZN,hasZipCode,94952
20701,0537-QYZZN,hasChurned,False
20702,0537-QYZZN,totalCharges,1857.75
20703,0537-QYZZN,hasMonthlyCharges,79.85
20704,0537-QYZZN,usesPaymentMethod,Electronic check
20705,0537-QYZZN,hasPaperlessBilling,True
20706,0537-QYZZN,hasContractType,Month-to-month
20707,0537-QYZZN,hasStreamingMovies,False
20708,0537-QYZZN,hasStreamingTV,False
20709,0537-QYZZN,hasTechSupport,False
20710,0537-QYZZN,hasDeviceProtection,False
20711,0537-QYZZN,hasOnlineBackup,False
20712,0537-QYZZN,hasOnlineSecurity,True
20713,0537-QYZZN,hasInternetService,Fiber optic
20714,0537-QYZZN,hasMultipleLines,True
20715,0537-QYZZN,hasPhoneService,True
20716,0537-QYZZN,hasTenure,24
20717,0537-QYZZN,hasDependents,True
20718,0537-QYZZN,hasPartner,True
20719,0537-QYZZN,SeniorCitizen,True
20720,0537-QYZZN,hasLongitude,-122.77872
20721,0537-QYZZN,hasLatitude,38.237018
20722,0537-QYZZN,hasGender,Male
20723,6578-KRMAW,hasZipCode,95365
20724,6578-KRMAW,hasChurned,False
20725,6578-KRMAW,totalCharges,2979.3
20726,6578-KRMAW,hasMonthlyCharges,93.4
20727,6578-KRMAW,usesPaymentMethod,Credit card (automatic)
20728,6578-KRMAW,hasPaperlessBilling,True
20729,6578-KRMAW,hasContractType,Month-to-month
20730,6578-KRMAW,hasStreamingMovies,True
20731,6578-KRMAW,hasStreamingTV,False
20732,6578-KRMAW,hasTechSupport,False
20733,6578-KRMAW,hasDeviceProtection,True
20734,6578-KRMAW,hasOnlineBackup,True
20735,6578-KRMAW,hasOnlineSecurity,True
20736,6578-KRMAW,hasInternetService,Fiber optic
20737,6578-KRMAW,hasMultipleLines,False
20738,6578-KRMAW,hasPhoneService,True
20739,6578-KRMAW,hasTenure,32
20740,6578-KRMAW,hasDependents,False
20741,6578-KRMAW,hasPartner,False
20742,6578-KRMAW,SeniorCitizen,False
20743,6578-KRMAW,hasLongitude,-120.306399
20744,6578-KRMAW,hasLatitude,37.329725
20745,6578-KRMAW,hasGender,Male
20746,5394-MEITZ,hasZipCode,92625
20747,5394-MEITZ,hasChurned,False
20748,5394-MEITZ,totalCharges,4946.7
20749,5394-MEITZ,hasMonthlyCharges,80.6
20750,5394-MEITZ,usesPaymentMethod,Bank transfer (automatic)
20751,5394-MEITZ,hasPaperlessBilling,True
20752,5394-MEITZ,hasContractType,Two year
20753,5394-MEITZ,hasStreamingMovies,True
20754,5394-MEITZ,hasStreamingTV,True
20755,5394-MEITZ,hasTechSupport,True
20756,5394-MEITZ,hasDeviceProtection,True
20757,5394-MEITZ,hasOnlineBackup,True
20758,5394-MEITZ,hasOnlineSecurity,False
20759,5394-MEITZ,hasInternetService,DSL
20760,5394-MEITZ,hasMultipleLines,False
20761,5394-MEITZ,hasPhoneService,True
20762,5394-MEITZ,hasTenure,60
20763,5394-MEITZ,hasDependents,False
20764,5394-MEITZ,hasPartner,True
20765,5394-MEITZ,SeniorCitizen,False
20766,5394-MEITZ,hasLongitude,-117.862734
20767,5394-MEITZ,hasLatitude,33.600987
20768,5394-MEITZ,hasGender,Female
20769,5115-SQAAU,hasZipCode,90813
20770,5115-SQAAU,hasChurned,False
20771,5115-SQAAU,totalCharges,1673.4
20772,5115-SQAAU,hasMonthlyCharges,25.6
20773,5115-SQAAU,usesPaymentMethod,Bank transfer (automatic)
20774,5115-SQAAU,hasPaperlessBilling,True
20775,5115-SQAAU,hasContractType,Two year
20776,5115-SQAAU,hasStreamingMovies,No internet service
20777,5115-SQAAU,hasStreamingTV,No internet service
20778,5115-SQAAU,hasTechSupport,No internet service
20779,5115-SQAAU,hasDeviceProtection,No internet service
20780,5115-SQAAU,hasOnlineBackup,No internet service
20781,5115-SQAAU,hasOnlineSecurity,No internet service
20782,5115-SQAAU,hasInternetService,False
20783,5115-SQAAU,hasMultipleLines,True
20784,5115-SQAAU,hasPhoneService,True
20785,5115-SQAAU,hasTenure,69
20786,5115-SQAAU,hasDependents,True
20787,5115-SQAAU,hasPartner,True
20788,5115-SQAAU,SeniorCitizen,False
20789,5115-SQAAU,hasLongitude,-118.199049
20790,5115-SQAAU,hasLatitude,33.781086
20791,5115-SQAAU,hasGender,Female
20792,1855-AGAWH,hasZipCode,90201
20793,1855-AGAWH,hasChurned,False
20794,1855-AGAWH,totalCharges,2939.8
20795,1855-AGAWH,hasMonthlyCharges,93.8
20796,1855-AGAWH,usesPaymentMethod,Electronic check
20797,1855-AGAWH,hasPaperlessBilling,True
20798,1855-AGAWH,hasContractType,One year
20799,1855-AGAWH,hasStreamingMovies,True
20800,1855-AGAWH,hasStreamingTV,True
20801,1855-AGAWH,hasTechSupport,False
20802,1855-AGAWH,hasDeviceProtection,True
20803,1855-AGAWH,hasOnlineBackup,False
20804,1855-AGAWH,hasOnlineSecurity,False
20805,1855-AGAWH,hasInternetService,Fiber optic
20806,1855-AGAWH,hasMultipleLines,False
20807,1855-AGAWH,hasPhoneService,True
20808,1855-AGAWH,hasTenure,31
20809,1855-AGAWH,hasDependents,False
20810,1855-AGAWH,hasPartner,True
20811,1855-AGAWH,SeniorCitizen,False
20812,1855-AGAWH,hasLongitude,-118.171368
20813,1855-AGAWH,hasLatitude,33.970343
20814,1855-AGAWH,hasGender,Male
20815,3567-PQTSO,hasZipCode,96048
20816,3567-PQTSO,hasChurned,False
20817,3567-PQTSO,totalCharges,5576.3
20818,3567-PQTSO,hasMonthlyCharges,105.25
20819,3567-PQTSO,usesPaymentMethod,Electronic check
20820,3567-PQTSO,hasPaperlessBilling,True
20821,3567-PQTSO,hasContractType,One year
20822,3567-PQTSO,hasStreamingMovies,True
20823,3567-PQTSO,hasStreamingTV,True
20824,3567-PQTSO,hasTechSupport,False
20825,3567-PQTSO,hasDeviceProtection,True
20826,3567-PQTSO,hasOnlineBackup,True
20827,3567-PQTSO,hasOnlineSecurity,False
20828,3567-PQTSO,hasInternetService,Fiber optic
20829,3567-PQTSO,hasMultipleLines,True
20830,3567-PQTSO,hasPhoneService,True
20831,3567-PQTSO,hasTenure,53
20832,3567-PQTSO,hasDependents,True
20833,3567-PQTSO,hasPartner,True
20834,3567-PQTSO,SeniorCitizen,False
20835,3567-PQTSO,hasLongitude,-123.06597
20836,3567-PQTSO,hasLatitude,40.913192
20837,3567-PQTSO,hasGender,Male
20838,4299-SIMNS,hasZipCode,91780
20839,4299-SIMNS,hasChurned,False
20840,4299-SIMNS,totalCharges,784.45
20841,4299-SIMNS,hasMonthlyCharges,81.15
20842,4299-SIMNS,usesPaymentMethod,Electronic check
20843,4299-SIMNS,hasPaperlessBilling,True
20844,4299-SIMNS,hasContractType,Month-to-month
20845,4299-SIMNS,hasStreamingMovies,False
20846,4299-SIMNS,hasStreamingTV,False
20847,4299-SIMNS,hasTechSupport,False
20848,4299-SIMNS,hasDeviceProtection,False
20849,4299-SIMNS,hasOnlineBackup,False
20850,4299-SIMNS,hasOnlineSecurity,True
20851,4299-SIMNS,hasInternetService,Fiber optic
20852,4299-SIMNS,hasMultipleLines,True
20853,4299-SIMNS,hasPhoneService,True
20854,4299-SIMNS,hasTenure,9
20855,4299-SIMNS,hasDependents,False
20856,4299-SIMNS,hasPartner,False
20857,4299-SIMNS,SeniorCitizen,False
20858,4299-SIMNS,hasLongitude,-118.055848
20859,4299-SIMNS,hasLatitude,34.101608
20860,4299-SIMNS,hasGender,Male
20861,0650-BWOZN,hasZipCode,92536
20862,0650-BWOZN,hasChurned,False
20863,0650-BWOZN,totalCharges,1359.45
20864,0650-BWOZN,hasMonthlyCharges,73.55
20865,0650-BWOZN,usesPaymentMethod,Electronic check
20866,0650-BWOZN,hasPaperlessBilling,True
20867,0650-BWOZN,hasContractType,Month-to-month
20868,0650-BWOZN,hasStreamingMovies,False
20869,0650-BWOZN,hasStreamingTV,False
20870,0650-BWOZN,hasTechSupport,False
20871,0650-BWOZN,hasDeviceProtection,False
20872,0650-BWOZN,hasOnlineBackup,True
20873,0650-BWOZN,hasOnlineSecurity,False
20874,0650-BWOZN,hasInternetService,Fiber optic
20875,0650-BWOZN,hasMultipleLines,False
20876,0650-BWOZN,hasPhoneService,True
20877,0650-BWOZN,hasTenure,18
20878,0650-BWOZN,hasDependents,False
20879,0650-BWOZN,hasPartner,False
20880,0650-BWOZN,SeniorCitizen,True
20881,0650-BWOZN,hasLongitude,-116.827173
20882,0650-BWOZN,hasLatitude,33.482243
20883,0650-BWOZN,hasGender,Female
20884,8383-SGHJU,hasZipCode,92352
20885,8383-SGHJU,hasChurned,False
20886,8383-SGHJU,totalCharges,1952.8
20887,8383-SGHJU,hasMonthlyCharges,59.4
20888,8383-SGHJU,usesPaymentMethod,Electronic check
20889,8383-SGHJU,hasPaperlessBilling,False
20890,8383-SGHJU,hasContractType,One year
20891,8383-SGHJU,hasStreamingMovies,False
20892,8383-SGHJU,hasStreamingTV,False
20893,8383-SGHJU,hasTechSupport,True
20894,8383-SGHJU,hasDeviceProtection,False
20895,8383-SGHJU,hasOnlineBackup,False
20896,8383-SGHJU,hasOnlineSecurity,True
20897,8383-SGHJU,hasInternetService,DSL
20898,8383-SGHJU,hasMultipleLines,True
20899,8383-SGHJU,hasPhoneService,True
20900,8383-SGHJU,hasTenure,33
20901,8383-SGHJU,hasDependents,False
20902,8383-SGHJU,hasPartner,False
20903,8383-SGHJU,SeniorCitizen,False
20904,8383-SGHJU,hasLongitude,-117.19335
20905,8383-SGHJU,hasLatitude,34.2565
20906,8383-SGHJU,hasGender,Female
20907,7129-AZJDE,hasZipCode,92647
20908,7129-AZJDE,hasChurned,False
20909,7129-AZJDE,totalCharges,2647.2
20910,7129-AZJDE,hasMonthlyCharges,78.95
20911,7129-AZJDE,usesPaymentMethod,Bank transfer (automatic)
20912,7129-AZJDE,hasPaperlessBilling,True
20913,7129-AZJDE,hasContractType,One year
20914,7129-AZJDE,hasStreamingMovies,True
20915,7129-AZJDE,hasStreamingTV,False
20916,7129-AZJDE,hasTechSupport,False
20917,7129-AZJDE,hasDeviceProtection,False
20918,7129-AZJDE,hasOnlineBackup,False
20919,7129-AZJDE,hasOnlineSecurity,False
20920,7129-AZJDE,hasInternetService,Fiber optic
20921,7129-AZJDE,hasMultipleLines,False
20922,7129-AZJDE,hasPhoneService,True
20923,7129-AZJDE,hasTenure,34
20924,7129-AZJDE,hasDependents,True
20925,7129-AZJDE,hasPartner,True
20926,7129-AZJDE,SeniorCitizen,False
20927,7129-AZJDE,hasLongitude,-118.005441
20928,7129-AZJDE,hasLatitude,33.723579
20929,7129-AZJDE,hasGender,Male
20930,2430-RRYUW,hasZipCode,91980
20931,2430-RRYUW,hasChurned,False
20932,2430-RRYUW,totalCharges,3465.7
20933,2430-RRYUW,hasMonthlyCharges,54.8
20934,2430-RRYUW,usesPaymentMethod,Mailed check
20935,2430-RRYUW,hasPaperlessBilling,True
20936,2430-RRYUW,hasContractType,One year
20937,2430-RRYUW,hasStreamingMovies,False
20938,2430-RRYUW,hasStreamingTV,False
20939,2430-RRYUW,hasTechSupport,False
20940,2430-RRYUW,hasDeviceProtection,False
20941,2430-RRYUW,hasOnlineBackup,True
20942,2430-RRYUW,hasOnlineSecurity,True
20943,2430-RRYUW,hasInternetService,DSL
20944,2430-RRYUW,hasMultipleLines,False
20945,2430-RRYUW,hasPhoneService,True
20946,2430-RRYUW,hasTenure,66
20947,2430-RRYUW,hasDependents,False
20948,2430-RRYUW,hasPartner,False
