,subject,predicate,object
9125,15687634,hasCreditCard,True
9126,15687634,IsActiveMember,True
9127,15687634,hasChurned,False
9128,15687634,TenureOf,5
9129,15687634,hasEstimatedSalaryOf,26691.31
9130,15626044,hasCreditScoreOf,762
9131,15626044,hasGender,Male
9132,15626044,isAge,28
9133,15626044,inCountry,Germany
9134,15626044,hasBalance,125155.83
9135,15626044,hasNumberOfProducts,2
9136,15626044,hasCreditCard,True
9137,15626044,IsActiveMember,True
9138,15626044,hasChurned,False
9139,15626044,TenureOf,3
9140,15626044,hasEstimatedSalaryOf,106024.02
9141,15648721,hasCreditScoreOf,711
9142,15648721,hasGender,Male
9143,15648721,isAge,64
9144,15648721,inCountry,France
9145,15648721,hasBalance,0.0
9146,15648721,hasNumberOfProducts,2
9147,15648721,hasCreditCard,True
9148,15648721,IsActiveMember,True
9149,15648721,hasChurned,False
9150,15648721,TenureOf,4
9151,15648721,hasEstimatedSalaryOf,3185.67
9152,15783752,hasCreditScoreOf,752
9153,15783752,hasGender,Male
9154,15783752,isAge,29
9155,15783752,inCountry,Germany
9156,15783752,hasBalance,129514.99
9157,15783752,hasNumberOfProducts,1
9158,15783752,hasCreditCard,True
9159,15783752,IsActiveMember,True
9160,15783752,hasChurned,False
9161,15783752,TenureOf,4
9162,15783752,hasEstimatedSalaryOf,102930.46
9163,15773071,hasCreditScoreOf,780
9164,15773071,hasGender,Female
9165,15773071,isAge,33
9166,15773071,inCountry,Spain
9167,15773071,hasBalance,145580.61
9168,15773071,hasNumberOfProducts,1
9169,15773071,hasCreditCard,True
9170,15773071,IsActiveMember,True
9171,15773071,hasChurned,False
9172,15773071,TenureOf,6
9173,15773071,hasEstimatedSalaryOf,154598.56
9174,15799964,hasCreditScoreOf,669
9175,15799964,hasGender,Female
9176,15799964,isAge,30
9177,15799964,inCountry,Germany
9178,15799964,hasBalance,139872.81
9179,15799964,hasNumberOfProducts,1
9180,15799964,hasCreditCard,True
9181,15799964,IsActiveMember,False
9182,15799964,hasChurned,False
9183,15799964,TenureOf,7
9184,15799964,hasEstimatedSalaryOf,188795.85
9185,15646351,hasCreditScoreOf,486
9186,15646351,hasGender,Male
9187,15646351,isAge,27
9188,15646351,inCountry,Spain
9189,15646351,hasBalance,0.0
9190,15646351,hasNumberOfProducts,2
9191,15646351,hasCreditCard,True
9192,15646351,IsActiveMember,False
9193,15646351,hasChurned,False
9194,15646351,TenureOf,7
9195,15646351,hasEstimatedSalaryOf,28823.04
9196,15589030,hasCreditScoreOf,649
9197,15589030,hasGender,Male
9198,15589030,isAge,47
9199,15589030,inCountry,France
9200,15589030,hasBalance,0.0
9201,15589030,hasNumberOfProducts,2
9202,15589030,hasCreditCard,True
9203,15589030,IsActiveMember,True
9204,15589030,hasChurned,False
9205,15589030,TenureOf,1
9206,15589030,hasEstimatedSalaryOf,145593.85
9207,15613140,hasCreditScoreOf,565
9208,15613140,hasGender,Male
9209,15613140,isAge,34
9210,15613140,inCountry,France
9211,15613140,hasBalance,0.0
9212,15613140,hasNumberOfProducts,1
9213,15613140,hasCreditCard,True
9214,15613140,IsActiveMember,True
9215,15613140,hasChurned,False
9216,15613140,TenureOf,6
9217,15613140,hasEstimatedSalaryOf,63173.64
9218,15624428,hasCreditScoreOf,651
9219,15624428,hasGender,Female
9220,15624428,isAge,24
9221,15624428,inCountry,Germany
9222,15624428,hasBalance,40224.7
9223,15624428,hasNumberOfProducts,1
9224,15624428,hasCreditCard,True
9225,15624428,IsActiveMember,True
9226,15624428,hasChurned,False
9227,15624428,TenureOf,7
9228,15624428,hasEstimatedSalaryOf,178341.33
9229,15660611,hasCreditScoreOf,748
9230,15660611,hasGender,Male
9231,15660611,isAge,39
9232,15660611,inCountry,Spain
9233,15660611,hasBalance,0.0
9234,15660611,hasNumberOfProducts,2
9235,15660611,hasCreditCard,True
9236,15660611,IsActiveMember,True
9237,15660611,hasChurned,False
9238,15660611,TenureOf,3
9239,15660611,hasEstimatedSalaryOf,123998.52
9240,15644878,hasCreditScoreOf,685
9241,15644878,hasGender,Female
9242,15644878,isAge,43
9243,15644878,inCountry,Spain
9244,15644878,hasBalance,117302.62
9245,15644878,hasNumberOfProducts,1
9246,15644878,hasCreditCard,False
9247,15644878,IsActiveMember,False
9248,15644878,hasChurned,False
9249,15644878,TenureOf,6
9250,15644878,hasEstimatedSalaryOf,68701.73
9251,15762392,hasCreditScoreOf,683
9252,15762392,hasGender,Male
9253,15762392,isAge,30
9254,15762392,inCountry,Spain
9255,15762392,hasBalance,113257.2
9256,15762392,hasNumberOfProducts,1
9257,15762392,hasCreditCard,True
9258,15762392,IsActiveMember,True
9259,15762392,hasChurned,False
9260,15762392,TenureOf,1
9261,15762392,hasEstimatedSalaryOf,65035.02
9262,15658972,hasCreditScoreOf,699
9263,15658972,hasGender,Female
9264,15658972,isAge,40
9265,15658972,inCountry,France
9266,15658972,hasBalance,122038.34
9267,15658972,hasNumberOfProducts,1
9268,15658972,hasCreditCard,True
9269,15658972,IsActiveMember,False
9270,15658972,hasChurned,False
9271,15658972,TenureOf,8
9272,15658972,hasEstimatedSalaryOf,102085.35
9273,15574324,hasCreditScoreOf,568
9274,15574324,hasGender,Female
9275,15574324,isAge,29
9276,15574324,inCountry,Germany
9277,15574324,hasBalance,129177.01
9278,15574324,hasNumberOfProducts,2
9279,15574324,hasCreditCard,False
9280,15574324,IsActiveMember,True
9281,15574324,hasChurned,False
9282,15574324,TenureOf,2
9283,15574324,hasEstimatedSalaryOf,104617.99
9284,15804017,hasCreditScoreOf,631
9285,15804017,hasGender,Female
9286,15804017,isAge,33
9287,15804017,inCountry,Germany
9288,15804017,hasBalance,123246.7
9289,15804017,hasNumberOfProducts,1
9290,15804017,hasCreditCard,False
9291,15804017,IsActiveMember,False
9292,15804017,hasChurned,False
9293,15804017,TenureOf,4
9294,15804017,hasEstimatedSalaryOf,112687.57
9295,15807568,hasCreditScoreOf,632
9296,15807568,hasGender,Male
9297,15807568,isAge,50
9298,15807568,inCountry,France
9299,15807568,hasBalance,0.0
9300,15807568,hasNumberOfProducts,2
9301,15807568,hasCreditCard,False
9302,15807568,IsActiveMember,False
9303,15807568,hasChurned,False
9304,15807568,TenureOf,2
9305,15807568,hasEstimatedSalaryOf,57942.88
9306,15588461,hasCreditScoreOf,686
9307,15588461,hasGender,Male
9308,15588461,isAge,35
9309,15588461,inCountry,France
9310,15588461,hasBalance,0.0
9311,15588461,hasNumberOfProducts,1
9312,15588461,hasCreditCard,True
9313,15588461,IsActiveMember,False
9314,15588461,hasChurned,False
9315,15588461,TenureOf,4
9316,15588461,hasEstimatedSalaryOf,8816.37
9317,15727361,hasCreditScoreOf,547
9318,15727361,hasGender,Female
9319,15727361,isAge,51
9320,15727361,inCountry,France
9321,15727361,hasBalance,0.0
9322,15727361,hasNumberOfProducts,2
9323,15727361,hasCreditCard,True
9324,15727361,IsActiveMember,True
9325,15727361,hasChurned,False
9326,15727361,TenureOf,1
9327,15727361,hasEstimatedSalaryOf,56908.41
9328,15709846,hasCreditScoreOf,840
9329,15709846,hasGender,Female
9330,15709846,isAge,39
9331,15709846,inCountry,France
9332,15709846,hasBalance,94968.97
9333,15709846,hasNumberOfProducts,1
9334,15709846,hasCreditCard,True
9335,15709846,IsActiveMember,False
9336,15709846,hasChurned,False
9337,15709846,TenureOf,1
9338,15709846,hasEstimatedSalaryOf,84487.62
9339,15698349,hasCreditScoreOf,686
9340,15698349,hasGender,Female
9341,15698349,isAge,35
9342,15698349,inCountry,Spain
9343,15698349,hasBalance,0.0
9344,15698349,hasNumberOfProducts,2
9345,15698349,hasCreditCard,True
9346,15698349,IsActiveMember,True
9347,15698349,hasChurned,False
9348,15698349,TenureOf,4
9349,15698349,hasEstimatedSalaryOf,159676.55
9350,15813192,hasCreditScoreOf,494
9351,15813192,hasGender,Male
9352,15813192,isAge,25
9353,15813192,inCountry,France
9354,15813192,hasBalance,0.0
9355,15813192,hasNumberOfProducts,2
9356,15813192,hasCreditCard,False
9357,15813192,IsActiveMember,True
9358,15813192,hasChurned,False
9359,15813192,TenureOf,6
9360,15813192,hasEstimatedSalaryOf,109988.09
9361,15636353,hasCreditScoreOf,534
9362,15636353,hasGender,Male
9363,15636353,isAge,35
9364,15636353,inCountry,Spain
9365,15636353,hasBalance,0.0
9366,15636353,hasNumberOfProducts,2
9367,15636353,hasCreditCard,False
9368,15636353,IsActiveMember,False
9369,15636353,hasChurned,False
9370,15636353,TenureOf,4
9371,15636353,hasEstimatedSalaryOf,9541.15
9372,15770041,hasCreditScoreOf,728
9373,15770041,hasGender,Female
9374,15770041,isAge,43
9375,15770041,inCountry,Spain
9376,15770041,hasBalance,128412.61
9377,15770041,hasNumberOfProducts,1
9378,15770041,hasCreditCard,False
9379,15770041,IsActiveMember,True
9380,15770041,hasChurned,False
9381,15770041,TenureOf,8
9382,15770041,hasEstimatedSalaryOf,139024.31
9383,15716000,hasCreditScoreOf,638
9384,15716000,hasGender,Male
9385,15716000,isAge,48
9386,15716000,inCountry,Spain
9387,15716000,hasBalance,0.0
9388,15716000,hasNumberOfProducts,2
9389,15716000,hasCreditCard,True
9390,15716000,IsActiveMember,True
9391,15716000,hasChurned,False
9392,15716000,TenureOf,2
9393,15716000,hasEstimatedSalaryOf,7919.08
9394,15611580,hasCreditScoreOf,751
9395,15611580,hasGender,Male
9396,15611580,isAge,33
9397,15611580,inCountry,Spain
9398,15611580,hasBalance,79281.61
9399,15611580,hasNumberOfProducts,1
9400,15611580,hasCreditCard,True
9401,15611580,IsActiveMember,False
9402,15611580,hasChurned,False
9403,15611580,TenureOf,4
9404,15611580,hasEstimatedSalaryOf,117547.76
9405,15595350,hasCreditScoreOf,661
9406,15595350,hasGender,Female
9407,15595350,isAge,31
9408,15595350,inCountry,France
9409,15595350,hasBalance,136067.82
9410,15595350,hasNumberOfProducts,2
9411,15595350,hasCreditCard,True
9412,15595350,IsActiveMember,False
9413,15595350,hasChurned,False
9414,15595350,TenureOf,3
9415,15595350,hasEstimatedSalaryOf,65567.91
9416,15670066,hasCreditScoreOf,643
9417,15670066,hasGender,Male
9418,15670066,isAge,34
9419,15670066,inCountry,Spain
9420,15670066,hasBalance,0.0
9421,15670066,hasNumberOfProducts,2
9422,15670066,hasCreditCard,True
9423,15670066,IsActiveMember,True
9424,15670066,hasChurned,False
9425,15670066,TenureOf,6
9426,15670066,hasEstimatedSalaryOf,116046.22
9427,15653762,hasCreditScoreOf,501
9428,15653762,hasGender,Female
9429,15653762,isAge,39
9430,15653762,inCountry,France
9431,15653762,hasBalance,117301.66
9432,15653762,hasNumberOfProducts,1
9433,15653762,hasCreditCard,False
9434,15653762,IsActiveMember,False
9435,15653762,hasChurned,False
9436,15653762,TenureOf,9
9437,15653762,hasEstimatedSalaryOf,182025.95
9438,15700540,hasCreditScoreOf,557
9439,15700540,hasGender,Female
9440,15700540,isAge,38
9441,15700540,inCountry,Germany
9442,15700540,hasBalance,129893.56
9443,15700540,hasNumberOfProducts,1
9444,15700540,hasCreditCard,False
9445,15700540,IsActiveMember,False
9446,15700540,hasChurned,False
9447,15700540,TenureOf,2
9448,15700540,hasEstimatedSalaryOf,102076.03
9449,15690175,hasCreditScoreOf,585
9450,15690175,hasGender,Male
9451,15690175,isAge,45
9452,15690175,inCountry,Spain
9453,15690175,hasBalance,0.0
9454,15690175,hasNumberOfProducts,2
9455,15690175,hasCreditCard,False
9456,15690175,IsActiveMember,False
9457,15690175,hasChurned,False
9458,15690175,TenureOf,0
9459,15690175,hasEstimatedSalaryOf,189683.7
9460,15762123,hasCreditScoreOf,717
9461,15762123,hasGender,Female
9462,15762123,isAge,34
9463,15762123,inCountry,Spain
9464,15762123,hasBalance,0.0
9465,15762123,hasNumberOfProducts,2
9466,15762123,hasCreditCard,True
9467,15762123,IsActiveMember,False
9468,15762123,hasChurned,False
9469,15762123,TenureOf,1
9470,15762123,hasEstimatedSalaryOf,119313.74
9471,15698462,hasCreditScoreOf,532
9472,15698462,hasGender,Male
9473,15698462,isAge,36
9474,15698462,inCountry,France
9475,15698462,hasBalance,0.0
9476,15698462,hasNumberOfProducts,2
9477,15698462,hasCreditCard,True
9478,15698462,IsActiveMember,True
9479,15698462,hasChurned,False
9480,15698462,TenureOf,4
9481,15698462,hasEstimatedSalaryOf,132798.78
9482,15733387,hasCreditScoreOf,707
9483,15733387,hasGender,Female
9484,15733387,isAge,53
9485,15733387,inCountry,Spain
9486,15733387,hasBalance,109663.47
9487,15733387,hasNumberOfProducts,1
9488,15733387,hasCreditCard,True
9489,15733387,IsActiveMember,True
9490,15733387,hasChurned,False
9491,15733387,TenureOf,6
9492,15733387,hasEstimatedSalaryOf,52110.45
9493,15671032,hasCreditScoreOf,760
9494,15671032,hasGender,Male
9495,15671032,isAge,42
9496,15671032,inCountry,Germany
9497,15671032,hasBalance,77992.97
9498,15671032,hasNumberOfProducts,2
9499,15671032,hasCreditCard,True
9500,15671032,IsActiveMember,True
9501,15671032,hasChurned,False
9502,15671032,TenureOf,0
9503,15671032,hasEstimatedSalaryOf,97906.38
9504,15605835,hasCreditScoreOf,743
9505,15605835,hasGender,Male
9506,15605835,isAge,37
9507,15605835,inCountry,France
9508,15605835,hasBalance,69143.91
9509,15605835,hasNumberOfProducts,2
9510,15605835,hasCreditCard,False
9511,15605835,IsActiveMember,True
9512,15605835,hasChurned,False
9513,15605835,TenureOf,8
9514,15605835,hasEstimatedSalaryOf,105780.18
9515,15802118,hasCreditScoreOf,664
9516,15802118,hasGender,Male
9517,15802118,isAge,41
9518,15802118,inCountry,Spain
9519,15802118,hasBalance,123428.69
9520,15802118,hasNumberOfProducts,1
9521,15802118,hasCreditCard,True
9522,15802118,IsActiveMember,True
9523,15802118,hasChurned,False
9524,15802118,TenureOf,7
9525,15802118,hasEstimatedSalaryOf,164924.11
9526,15736578,hasCreditScoreOf,539
9527,15736578,hasGender,Male
9528,15736578,isAge,39
9529,15736578,inCountry,France
9530,15736578,hasBalance,0.0
9531,15736578,hasNumberOfProducts,1
9532,15736578,hasCreditCard,True
9533,15736578,IsActiveMember,True
9534,15736578,hasChurned,False
9535,15736578,TenureOf,1
9536,15736578,hasEstimatedSalaryOf,28184.7
9537,15603203,hasCreditScoreOf,650
9538,15603203,hasGender,Female
9539,15603203,isAge,27
9540,15603203,inCountry,France
9541,15603203,hasBalance,0.0
9542,15603203,hasNumberOfProducts,2
9543,15603203,hasCreditCard,True
9544,15603203,IsActiveMember,False
9545,15603203,hasChurned,False
9546,15603203,TenureOf,6
9547,15603203,hasEstimatedSalaryOf,1002.39
9548,15723856,hasCreditScoreOf,602
9549,15723856,hasGender,Female
9550,15723856,isAge,29
9551,15723856,inCountry,France
9552,15723856,hasBalance,88814.4
9553,15723856,hasNumberOfProducts,2
9554,15723856,hasCreditCard,True
9555,15723856,IsActiveMember,True
9556,15723856,hasChurned,False
9557,15723856,TenureOf,3
9558,15723856,hasEstimatedSalaryOf,62487.97
9559,15747724,hasCreditScoreOf,671
9560,15747724,hasGender,Female
9561,15747724,isAge,34
9562,15747724,inCountry,Spain
9563,15747724,hasBalance,0.0
9564,15747724,hasNumberOfProducts,1
9565,15747724,hasCreditCard,True
9566,15747724,IsActiveMember,False
9567,15747724,hasChurned,False
9568,15747724,TenureOf,10
9569,15747724,hasEstimatedSalaryOf,23235.38
9570,15623357,hasCreditScoreOf,692
9571,15623357,hasGender,Male
9572,15623357,isAge,24
9573,15623357,inCountry,Germany
9574,15623357,hasBalance,120596.93
9575,15623357,hasNumberOfProducts,1
9576,15623357,hasCreditCard,False
9577,15623357,IsActiveMember,True
9578,15623357,hasChurned,False
9579,15623357,TenureOf,2
9580,15623357,hasEstimatedSalaryOf,180490.53
9581,15599268,hasCreditScoreOf,584
9582,15599268,hasGender,Male
9583,15599268,isAge,32
9584,15599268,inCountry,Spain
9585,15599268,hasBalance,0.0
9586,15599268,hasNumberOfProducts,2
9587,15599268,hasCreditCard,True
9588,15599268,IsActiveMember,False
9589,15599268,hasChurned,False
9590,15599268,TenureOf,5
9591,15599268,hasEstimatedSalaryOf,10956.82
9592,15671973,hasCreditScoreOf,467
9593,15671973,hasGender,Male
9594,15671973,isAge,39
9595,15671973,inCountry,Spain
9596,15671973,hasBalance,0.0
9597,15671973,hasNumberOfProducts,2
9598,15671973,hasCreditCard,True
9599,15671973,IsActiveMember,True
9600,15671973,hasChurned,False
9601,15671973,TenureOf,5
9602,15671973,hasEstimatedSalaryOf,7415.96
9603,15780650,hasCreditScoreOf,667
9604,15780650,hasGender,Male
9605,15780650,isAge,40
9606,15780650,inCountry,France
9607,15780650,hasBalance,0.0
9608,15780650,hasNumberOfProducts,1
9609,15780650,hasCreditCard,True
9610,15780650,IsActiveMember,True
9611,15780650,hasChurned,False
9612,15780650,TenureOf,9
9613,15780650,hasEstimatedSalaryOf,96670.2
9614,15800515,hasCreditScoreOf,516
9615,15800515,hasGender,Male
9616,15800515,isAge,35
9617,15800515,inCountry,France
9618,15800515,hasBalance,128653.59
9619,15800515,hasNumberOfProducts,1
9620,15800515,hasCreditCard,True
9621,15800515,IsActiveMember,False
9622,15800515,hasChurned,False
9623,15800515,TenureOf,5
9624,15800515,hasEstimatedSalaryOf,127558.26
9625,15631871,hasCreditScoreOf,616
9626,15631871,hasGender,Female
9627,15631871,isAge,57
9628,15631871,inCountry,Germany
9629,15631871,hasBalance,116936.81
9630,15631871,hasNumberOfProducts,1
9631,15631871,hasCreditCard,True
9632,15631871,IsActiveMember,True
9633,15631871,hasChurned,False
9634,15631871,TenureOf,7
9635,15631871,hasEstimatedSalaryOf,104379.36
9636,15616700,hasCreditScoreOf,622
9637,15616700,hasGender,Female
9638,15616700,isAge,41
9639,15616700,inCountry,Spain
9640,15616700,hasBalance,0.0
9641,15616700,hasNumberOfProducts,2
9642,15616700,hasCreditCard,True
9643,15616700,IsActiveMember,True
9644,15616700,hasChurned,False
9645,15616700,TenureOf,9
9646,15616700,hasEstimatedSalaryOf,155786.39
9647,15699515,hasCreditScoreOf,643
9648,15699515,hasGender,Male
9649,15699515,isAge,33
9650,15699515,inCountry,Germany
9651,15699515,hasBalance,98630.31
9652,15699515,hasNumberOfProducts,2
9653,15699515,hasCreditCard,True
9654,15699515,IsActiveMember,True
9655,15699515,hasChurned,False
9656,15699515,TenureOf,7
9657,15699515,hasEstimatedSalaryOf,40250.82
9658,15793585,hasCreditScoreOf,675
9659,15793585,hasGender,Male
9660,15793585,isAge,35
9661,15793585,inCountry,France
9662,15793585,hasBalance,0.0
9663,15793585,hasNumberOfProducts,2
9664,15793585,hasCreditCard,True
9665,15793585,IsActiveMember,True
9666,15793585,hasChurned,False
9667,15793585,TenureOf,8
9668,15793585,hasEstimatedSalaryOf,56642.97
9669,15637891,hasCreditScoreOf,613
9670,15637891,hasGender,Female
9671,15637891,isAge,43
9672,15637891,inCountry,Germany
9673,15637891,hasBalance,140681.68
9674,15637891,hasNumberOfProducts,1
9675,15637891,hasCreditCard,False
9676,15637891,IsActiveMember,True
9677,15637891,hasChurned,False
9678,15637891,TenureOf,4
9679,15637891,hasEstimatedSalaryOf,20134.07
9680,15728480,hasCreditScoreOf,452
9681,15728480,hasGender,Female
9682,15728480,isAge,35
9683,15728480,inCountry,France
9684,15728480,hasBalance,0.0
9685,15728480,hasNumberOfProducts,2
9686,15728480,hasCreditCard,True
9687,15728480,IsActiveMember,True
9688,15728480,hasChurned,False
9689,15728480,TenureOf,8
9690,15728480,hasEstimatedSalaryOf,149614.81
9691,15714493,hasCreditScoreOf,465
9692,15714493,hasGender,Female
9693,15714493,isAge,33
9694,15714493,inCountry,Spain
9695,15714493,hasBalance,0.0
9696,15714493,hasNumberOfProducts,2
9697,15714493,hasCreditCard,True
9698,15714493,IsActiveMember,True
9699,15714493,hasChurned,False
9700,15714493,TenureOf,6
9701,15714493,hasEstimatedSalaryOf,95500.98
9702,15805909,hasCreditScoreOf,700
9703,15805909,hasGender,Male
9704,15805909,isAge,28
9705,15805909,inCountry,Spain
9706,15805909,hasBalance,159900.38
9707,15805909,hasNumberOfProducts,1
9708,15805909,hasCreditCard,False
9709,15805909,IsActiveMember,False
9710,15805909,hasChurned,False
9711,15805909,TenureOf,8
9712,15805909,hasEstimatedSalaryOf,22698.56
9713,15595071,hasCreditScoreOf,696
9714,15595071,hasGender,Male
9715,15595071,isAge,22
9716,15595071,inCountry,France
9717,15595071,hasBalance,149777.0
9718,15595071,hasNumberOfProducts,1
9719,15595071,hasCreditCard,True
9720,15595071,IsActiveMember,True
9721,15595071,hasChurned,False
9722,15595071,TenureOf,9
9723,15595071,hasEstimatedSalaryOf,198032.93
9724,15780870,hasCreditScoreOf,580
9725,15780870,hasGender,Male
9726,15780870,isAge,67
9727,15780870,inCountry,Spain
9728,15780870,hasBalance,153946.14
9729,15780870,hasNumberOfProducts,1
9730,15780870,hasCreditCard,True
9731,15780870,IsActiveMember,True
9732,15780870,hasChurned,False
9733,15780870,TenureOf,3
9734,15780870,hasEstimatedSalaryOf,7418.92
9735,15602554,hasCreditScoreOf,664
9736,15602554,hasGender,Female
9737,15602554,isAge,31
9738,15602554,inCountry,France
9739,15602554,hasBalance,114519.57
9740,15602554,hasNumberOfProducts,2
9741,15602554,hasCreditCard,False
9742,15602554,IsActiveMember,True
9743,15602554,hasChurned,False
9744,15602554,TenureOf,9
9745,15602554,hasEstimatedSalaryOf,79222.02
9746,15689237,hasCreditScoreOf,471
9747,15689237,hasGender,Female
9748,15689237,isAge,27
9749,15689237,inCountry,France
9750,15689237,hasBalance,0.0
9751,15689237,hasNumberOfProducts,2
9752,15689237,hasCreditCard,True
9753,15689237,IsActiveMember,False
9754,15689237,hasChurned,False
9755,15689237,TenureOf,4
9756,15689237,hasEstimatedSalaryOf,122642.09
9757,15572093,hasCreditScoreOf,613
9758,15572093,hasGender,Female
9759,15572093,isAge,24
9760,15572093,inCountry,France
9761,15572093,hasBalance,140453.91
9762,15572093,hasNumberOfProducts,1
9763,15572093,hasCreditCard,True
9764,15572093,IsActiveMember,False
9765,15572093,hasChurned,False
9766,15572093,TenureOf,7
9767,15572093,hasEstimatedSalaryOf,129001.3
9768,15577970,hasCreditScoreOf,489
9769,15577970,hasGender,Male
9770,15577970,isAge,34
9771,15577970,inCountry,France
9772,15577970,hasBalance,0.0
9773,15577970,hasNumberOfProducts,1
9774,15577970,hasCreditCard,False
9775,15577970,IsActiveMember,False
9776,15577970,hasChurned,False
9777,15577970,TenureOf,5
9778,15577970,hasEstimatedSalaryOf,43540.59
9779,15645835,hasCreditScoreOf,605
9780,15645835,hasGender,Male
9781,15645835,isAge,32
9782,15645835,inCountry,France
9783,15645835,hasBalance,0.0
9784,15645835,hasNumberOfProducts,2
9785,15645835,hasCreditCard,True
9786,15645835,IsActiveMember,True
9787,15645835,hasChurned,False
9788,15645835,TenureOf,9
9789,15645835,hasEstimatedSalaryOf,55724.24
9790,15575399,hasCreditScoreOf,480
9791,15575399,hasGender,Female
9792,15575399,isAge,42
9793,15575399,inCountry,France
9794,15575399,hasBalance,152160.21
9795,15575399,hasNumberOfProducts,2
9796,15575399,hasCreditCard,True
9797,15575399,IsActiveMember,False
9798,15575399,hasChurned,False
9799,15575399,TenureOf,1
9800,15575399,hasEstimatedSalaryOf,101778.9
9801,15690332,hasCreditScoreOf,647
9802,15690332,hasGender,Male
9803,15690332,isAge,35
9804,15690332,inCountry,Germany
9805,15690332,hasBalance,192407.97
9806,15690332,hasNumberOfProducts,1
9807,15690332,hasCreditCard,True
9808,15690332,IsActiveMember,True
9809,15690332,hasChurned,False
9810,15690332,TenureOf,3
9811,15690332,hasEstimatedSalaryOf,40145.28
9812,15743067,hasCreditScoreOf,625
9813,15743067,hasGender,Male
9814,15743067,isAge,26
9815,15743067,inCountry,Germany
9816,15743067,hasBalance,130483.95
9817,15743067,hasNumberOfProducts,1
9818,15743067,hasCreditCard,True
9819,15743067,IsActiveMember,False
9820,15743067,hasChurned,False
9821,15743067,TenureOf,3
9822,15743067,hasEstimatedSalaryOf,122810.53
9823,15599301,hasCreditScoreOf,538
9824,15599301,hasGender,Female
9825,15599301,isAge,28
9826,15599301,inCountry,Germany
9827,15599301,hasBalance,164365.44
9828,15599301,hasNumberOfProducts,1
9829,15599301,hasCreditCard,False
9830,15599301,IsActiveMember,True
9831,15599301,hasChurned,False
9832,15599301,TenureOf,6
9833,15599301,hasEstimatedSalaryOf,5698.97
9834,15569626,hasCreditScoreOf,577
9835,15569626,hasGender,Male
9836,15569626,isAge,35
9837,15569626,inCountry,Spain
9838,15569626,hasBalance,110080.3
9839,15569626,hasNumberOfProducts,1
9840,15569626,hasCreditCard,True
9841,15569626,IsActiveMember,True
9842,15569626,hasChurned,False
9843,15569626,TenureOf,5
9844,15569626,hasEstimatedSalaryOf,109794.31
9845,15632256,hasCreditScoreOf,541
9846,15632256,hasGender,Male
9847,15632256,isAge,29
9848,15632256,inCountry,France
9849,15632256,hasBalance,127504.57
9850,15632256,hasNumberOfProducts,1
9851,15632256,hasCreditCard,False
9852,15632256,IsActiveMember,False
9853,15632256,hasChurned,False
9854,15632256,TenureOf,7
9855,15632256,hasEstimatedSalaryOf,86173.92
9856,15690939,hasCreditScoreOf,575
9857,15690939,hasGender,Male
9858,15690939,isAge,28
9859,15690939,inCountry,Spain
9860,15690939,hasBalance,0.0
9861,15690939,hasNumberOfProducts,1
9862,15690939,hasCreditCard,True
9863,15690939,IsActiveMember,True
9864,15690939,hasChurned,False
9865,15690939,TenureOf,7
9866,15690939,hasEstimatedSalaryOf,10666.05
9867,15644856,hasCreditScoreOf,556
9868,15644856,hasGender,Male
9869,15644856,isAge,38
9870,15644856,inCountry,Spain
9871,15644856,hasBalance,115463.16
9872,15644856,hasNumberOfProducts,1
9873,15644856,hasCreditCard,True
9874,15644856,IsActiveMember,False
9875,15644856,hasChurned,False
9876,15644856,TenureOf,2
9877,15644856,hasEstimatedSalaryOf,150679.65
9878,15786392,hasCreditScoreOf,765
9879,15786392,hasGender,Male
9880,15786392,isAge,41
9881,15786392,inCountry,France
9882,15786392,hasBalance,124182.21
9883,15786392,hasNumberOfProducts,1
9884,15786392,hasCreditCard,False
9885,15786392,IsActiveMember,False
9886,15786392,hasChurned,False
9887,15786392,TenureOf,4
9888,15786392,hasEstimatedSalaryOf,100153.43
9889,15743617,hasCreditScoreOf,713
9890,15743617,hasGender,Male
9891,15743617,isAge,47
9892,15743617,inCountry,Germany
9893,15743617,hasBalance,95994.98
9894,15743617,hasNumberOfProducts,1
9895,15743617,hasCreditCard,True
9896,15743617,IsActiveMember,False
9897,15743617,hasChurned,False
9898,15743617,TenureOf,1
9899,15743617,hasEstimatedSalaryOf,197529.23
9900,15610753,hasCreditScoreOf,581
9901,15610753,hasGender,Male
9902,15610753,isAge,28
9903,15610753,inCountry,France
9904,15610753,hasBalance,104367.5
9905,15610753,hasNumberOfProducts,1
9906,15610753,hasCreditCard,True
9907,15610753,IsActiveMember,True
9908,15610753,hasChurned,False
9909,15610753,TenureOf,3
9910,15610753,hasEstimatedSalaryOf,29937.75
9911,15758048,hasCreditScoreOf,582
9912,15758048,hasGender,Male
9913,15758048,isAge,50
9914,15758048,inCountry,France
9915,15758048,hasBalance,148942.0
9916,15758048,hasNumberOfProducts,1
9917,15758048,hasCreditCard,True
9918,15758048,IsActiveMember,True
9919,15758048,hasChurned,False
9920,15758048,TenureOf,2
9921,15758048,hasEstimatedSalaryOf,116944.3
9922,15622578,hasCreditScoreOf,806
9923,15622578,hasGender,Male
9924,15622578,isAge,34
9925,15622578,inCountry,France
9926,15622578,hasBalance,113958.55
9927,15622578,hasNumberOfProducts,1
9928,15622578,hasCreditCard,False
9929,15622578,IsActiveMember,True
9930,15622578,hasChurned,False
9931,15622578,TenureOf,5
