,CustomerID,City,Zip Code,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value
963,2673-CXQEU,Gardena,90247,33.890853,-118.297967,Female,True,False,False,56,True,True,Fiber optic,True,True,True,False,True,True,One year,False,Electronic check,110.5,6139.5,False
964,4077-HWUYD,Modesto,95354,37.639029,-120.964772,Male,False,True,True,72,True,True,DSL,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),87.55,6463.15,False
965,9761-XUJWD,Fresno,93650,36.841655,-119.797113,Male,False,False,False,5,True,False,DSL,False,True,False,True,False,True,Month-to-month,True,Bank transfer (automatic),65.6,339.9,False
966,5619-XZZKR,Santa Maria,93454,34.943523,-120.256729,Male,False,False,False,4,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.95,68.2,False
967,7392-YYPYJ,Santa Ana,92706,33.765893,-117.881533,Male,False,False,False,22,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Electronic check,100.65,2415.95,False
968,1231-YNDEK,Redding,96002,40.527834,-122.318749,Male,False,False,False,58,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Bank transfer (automatic),19.15,1035.5,False
969,3370-HXOPH,Mountain View,94041,37.388349,-122.075299,Female,False,False,False,3,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Electronic check,76.1,257.6,False
970,9871-ELEYA,Del Rey,93616,36.657462,-119.595293,Female,False,False,False,34,True,False,DSL,True,False,True,True,True,False,Two year,False,Credit card (automatic),67.65,2339.3,False
971,8822-KNBHV,Los Angeles,90011,34.00709,-118.258681,Female,False,False,False,48,True,True,DSL,True,True,True,False,True,True,One year,True,Credit card (automatic),83.45,3887.85,False
972,3274-NSDWE,Ivanhoe,93235,36.385818,-119.224243,Female,False,False,False,68,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.6,1441.65,False
973,4079-VTGLK,Riverside,92501,33.994676,-117.372498,Male,True,True,False,30,True,True,DSL,False,False,True,False,True,True,Two year,False,Electronic check,74.85,2181.75,False
974,8455-HIRAQ,Carmichael,95608,38.626128,-121.328011,Female,False,False,False,8,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,44.45,369.3,False
975,9972-EWRJS,Meadow Valley,95956,39.937017,-121.058043,Female,False,True,True,67,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Bank transfer (automatic),19.25,1372.9,False
976,1919-RTPQD,Fish Camp,93623,37.483535,-119.679414,Male,False,True,True,7,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,44.75,333.65,False
977,9619-GSATL,Dos Rios,95429,39.756049,-123.358701,Female,False,False,False,43,True,False,DSL,False,True,False,True,False,False,One year,False,Electronic check,55.45,2444.25,False
978,2193-SFWQW,San Rafael,94903,38.018065,-122.546024,Male,False,True,True,72,True,False,Fiber optic,True,True,True,True,True,True,Two year,False,Bank transfer (automatic),111.95,8033.1,False
979,5924-IFQTT,Crescent Mills,95934,40.080342,-120.957805,Male,False,True,True,13,True,True,DSL,False,True,True,True,True,False,Month-to-month,True,Electronic check,72.8,930.05,False
980,0575-CUQOV,Hilmar,95324,37.394536,-120.890747,Male,True,True,False,60,True,False,Fiber optic,False,True,True,False,True,True,One year,True,Electronic check,97.95,5867,False
981,0357-NVCRI,El Cajon,92021,32.832706,-116.873258,Female,False,False,True,25,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Credit card (automatic),20.05,471.7,False
982,6434-TTGJP,Geyserville,95441,38.731771,-123.064272,Male,False,True,True,10,False,No phone service,DSL,True,True,True,True,False,True,Two year,False,Credit card (automatic),53.7,521,False
983,2379-GYFLQ,Oceanside,92056,33.194742,-117.29032,Male,False,False,False,46,True,True,Fiber optic,False,True,True,False,True,False,One year,True,Credit card (automatic),94.9,4422.95,False
984,0739-UUAJR,Mountain View,94040,37.380662,-122.086022,Female,False,True,True,72,False,No phone service,DSL,True,False,True,False,True,True,Two year,True,Credit card (automatic),53.8,3952.45,False
985,2266-FUBDZ,San Francisco,94115,37.786031,-122.437301,Male,False,True,True,15,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.35,278.85,False
986,5898-IGSLP,Mountain View,94041,37.388349,-122.075299,Male,False,True,True,31,True,True,Fiber optic,True,False,True,True,False,False,Month-to-month,False,Electronic check,89.3,2823,False
987,7064-FRRSW,Tarzana,91356,34.157137,-118.548511,Male,True,False,False,48,True,True,Fiber optic,False,True,False,False,True,True,One year,True,Electronic check,99.0,4744.35,False
988,9068-FHQHD,Petrolia,95558,40.274302,-124.210902,Female,False,True,True,40,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),20.15,777.35,False
989,5527-ACHSO,Orange,92865,33.828779,-117.848299,Female,False,False,False,11,True,False,DSL,False,False,False,True,True,True,Month-to-month,False,Mailed check,70.5,829.3,False
990,5828-DWPIL,Livermore,94550,37.571748,-121.659562,Male,True,True,False,62,True,True,Fiber optic,True,True,True,False,False,False,Month-to-month,True,Electronic check,89.1,5618.3,False
991,5393-HJZSM,San Francisco,94129,37.797526,-122.464531,Female,False,True,True,32,True,False,DSL,True,True,True,True,False,True,Month-to-month,False,Bank transfer (automatic),76.3,2404.15,False
992,1230-QAJDW,Somes Bar,95568,41.444606,-123.471895,Male,False,False,False,3,True,True,DSL,False,False,False,True,True,False,Month-to-month,True,Mailed check,65.25,209.9,False
993,0885-HMGPY,Honeydew,95545,40.342928,-124.063329,Male,False,False,False,62,True,True,DSL,True,True,True,True,False,False,Two year,False,Bank transfer (automatic),69.4,4237.5,False
994,2988-QRAJY,Santa Rosa,95403,38.488431,-122.752839,Male,False,False,False,69,True,True,Fiber optic,True,True,True,False,True,True,Two year,True,Credit card (automatic),110.05,7430.75,False
995,6115-ZTBFQ,Alamo,94507,37.855717,-121.994813,Female,False,True,False,72,False,No phone service,DSL,True,True,True,True,True,True,Two year,False,Bank transfer (automatic),65.5,4919.7,False
996,7351-MHQVU,Volcano,95689,38.481902,-120.603668,Female,False,False,False,6,False,No phone service,DSL,True,True,False,True,False,True,Month-to-month,False,Credit card (automatic),50.95,307.6,False
997,4819-HJPIW,Avery,95224,38.208336,-120.339938,Male,False,False,False,18,False,No phone service,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,25.15,476.8,False
998,1206-EHBDD,Rodeo,94572,38.027218,-122.23463,Female,False,True,False,56,True,False,Fiber optic,True,False,True,False,False,False,Two year,False,Bank transfer (automatic),80.3,4513.65,False
999,6729-FZWSY,Penn Valley,95946,39.203817,-121.19584,Male,False,False,False,67,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Mailed check,19.45,1195.95,False
1000,7860-UXCRM,San Gabriel,91775,34.114772,-118.089431,Male,False,True,True,63,True,False,DSL,True,True,True,True,True,False,Two year,False,Credit card (automatic),74.5,4674.55,False
1001,4647-XXZAM,Los Angeles,90037,34.002642,-118.287596,Female,False,True,True,6,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,45.5,285.2,False
1002,7529-ZDFXI,La Verne,91750,34.144703,-117.770299,Male,True,True,False,57,True,True,Fiber optic,False,True,False,False,False,True,Month-to-month,True,Electronic check,89.85,4925.35,False
1003,6461-SZMCV,Corte Madera,94925,37.924014,-122.511694,Female,False,True,False,71,True,True,DSL,True,True,True,True,True,True,Two year,False,Bank transfer (automatic),87.95,6365.35,False
1004,3115-CZMZD,Independence,93526,36.869584,-118.189241,Male,False,False,False,0,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.25, ,False
1005,0428-AXXLJ,Bellflower,90706,33.887676,-118.127289,Male,False,False,False,25,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Bank transfer (automatic),19.5,516.3,False
1006,9867-JCZSP,Los Angeles,90045,33.954017,-118.402447,Female,False,True,False,17,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,20.75,418.25,False
1007,2615-YVMYX,Chula Vista,91915,32.605012,-116.97595,Male,True,True,False,71,True,True,Fiber optic,True,True,True,False,True,True,Month-to-month,True,Electronic check,107.5,7713.55,False
1008,6728-CZFEI,Sacramento,95819,38.567594,-121.437507,Female,False,False,False,15,True,False,DSL,False,False,False,False,True,False,One year,False,Mailed check,56.15,931.9,False
1009,6333-YDVLT,Oakland,94607,37.80707,-122.297401,Male,False,False,False,65,True,True,Fiber optic,True,False,True,True,True,True,One year,True,Credit card (automatic),110.0,7138.65,False
1010,1941-HOSAM,San Diego,92101,32.72523,-117.171346,Male,False,True,True,1,True,False,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,90.1,90.1,False
1011,9776-OJUZI,Lost Hills,93249,35.637715,-119.893068,Female,True,False,False,65,True,True,Fiber optic,False,True,True,False,True,False,Month-to-month,True,Bank transfer (automatic),95.45,6223.3,False
1012,1459-QNFQT,San Jose,95122,37.32886,-121.834567,Male,False,True,False,70,False,No phone service,DSL,True,False,True,True,True,True,Two year,False,Bank transfer (automatic),59.5,4144.8,False
1013,9993-LHIEB,Solana Beach,92075,33.001813,-117.263628,Male,False,True,False,67,True,False,DSL,True,False,True,True,False,True,Two year,False,Mailed check,67.85,4627.65,False
1014,9069-LGEUL,San Diego,92117,32.825086,-117.199424,Male,False,True,False,23,True,False,DSL,True,False,False,False,False,True,Month-to-month,True,Bank transfer (automatic),59.95,1406,False
1015,8747-UDCOI,Sun City,92587,33.69887,-117.25071,Female,False,True,False,65,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),19.35,1319.95,False
1016,9079-LWTFD,Pioneertown,92268,34.201108,-116.593456,Male,False,False,False,47,True,True,Fiber optic,True,True,False,True,True,False,Month-to-month,False,Mailed check,100.75,4669.2,False
1017,5924-SNGKP,Solana Beach,92075,33.001813,-117.263628,Female,False,False,False,41,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Credit card (automatic),20.25,865,False
1018,8766-PAFNE,Hayward,94545,37.62984,-122.120843,Male,False,True,False,71,True,False,DSL,False,True,True,True,True,True,Two year,True,Credit card (automatic),79.1,5564.85,False
1019,3186-AJIEK,Apple Valley,92308,34.424926,-117.184503,Male,False,False,False,66,True,False,Fiber optic,True,False,True,True,True,True,Two year,True,Bank transfer (automatic),105.65,6844.5,False
1020,5935-FCCNB,Downey,90242,33.921793,-118.140588,Female,True,False,False,17,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,94.2,1608.15,False
1021,8755-OGKNA,Laton,93242,36.444232,-119.718285,Female,False,True,True,57,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),19.5,1167.6,False
1022,9297-EONCV,Fremont,94536,37.572273,-121.964583,Female,False,False,False,72,True,True,DSL,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),91.35,6697.2,False
1023,2749-CTKAJ,Long Beach,90813,33.781086,-118.199049,Male,False,True,False,22,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,20.15,419.9,False
1024,6723-CEGQI,Bayside,95524,40.825486,-124.049485,Female,False,False,True,65,False,No phone service,DSL,False,True,False,True,True,False,Two year,False,Mailed check,45.25,2933.95,False
1025,2817-LVCPP,Sacramento,95822,38.512569,-121.495184,Female,False,False,False,50,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.4,1023.95,False
1026,9574-BOSMD,Arvin,93203,35.116307,-118.817644,Male,False,True,True,68,True,True,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),25.4,1620.2,False
1027,5919-VCZYM,Santa Ana,92707,33.714829,-117.872941,Male,False,False,False,2,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.05,42.7,False
1028,4238-HFHSN,Elverta,95626,38.734997,-121.463719,Male,True,True,False,61,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Electronic check,82.15,4904.85,False
1029,0570-BFQHT,Anderson,96007,40.448632,-122.306657,Female,False,False,False,9,True,False,Fiber optic,False,True,True,False,False,False,Month-to-month,False,Electronic check,80.55,653.9,False
1030,3733-ZEECP,Inglewood,90301,33.956445,-118.358634,Male,False,True,True,22,True,False,DSL,False,False,False,True,False,False,Month-to-month,True,Electronic check,51.1,1232.9,False
1031,1814-DKOLC,Loma Linda,92354,34.049315,-117.255974,Female,False,False,False,5,True,True,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,25.45,134.75,False
1032,8571-ZCMCX,Fresno,93706,36.654614,-119.903674,Female,False,True,True,47,False,No phone service,DSL,True,True,True,False,True,True,Two year,True,Credit card (automatic),60.0,2768.65,False
1033,7926-IJOOU,San Francisco,94116,37.74441,-122.486764,Male,False,False,False,1,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Credit card (automatic),19.3,19.3,False
1034,6286-SUUWT,Arnold,95223,38.32153,-120.236358,Male,False,False,False,1,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.95,19.95,False
1035,4837-QUSFT,Oakley,94561,37.999406,-121.686241,Female,False,True,False,65,True,True,Fiber optic,True,True,False,True,True,False,One year,True,Bank transfer (automatic),100.15,6643.5,False
1036,4195-NZGTA,Valencia,91354,34.457005,-118.573726,Female,False,False,False,1,False,No phone service,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,25.25,25.25,False
1037,8028-PNXHQ,Downey,90242,33.921793,-118.140588,Male,False,True,False,62,True,True,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Bank transfer (automatic),24.25,1424.6,False
1038,7916-VCCPB,Parker Dam,92267,34.273872,-114.192901,Female,False,True,True,16,True,False,Fiber optic,False,True,False,False,False,False,Month-to-month,False,Bank transfer (automatic),73.25,1195.75,False
1039,8681-ICONS,Sacramento,95822,38.512569,-121.495184,Male,False,True,True,29,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,20.65,654.85,False
1040,7570-WELNY,Sherman Oaks,91423,34.146957,-118.432138,Female,False,True,False,68,True,True,Fiber optic,True,True,False,False,False,False,Two year,True,Bank transfer (automatic),84.7,5711.05,False
1041,9576-SYUHJ,Long Beach,90815,33.797638,-118.11662,Male,False,False,False,37,True,True,Fiber optic,True,False,False,False,True,False,Month-to-month,True,Electronic check,91.15,3369.25,False
1042,7402-EYFXX,Salyer,95563,40.89866,-123.539754,Male,True,False,False,26,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,93.6,2404.1,False
1043,5787-KXGIY,Palo Alto,94303,37.45809,-122.115398,Male,False,True,False,72,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.3,1304.8,False
1044,1159-WFSGR,South Pasadena,91030,34.110444,-118.156957,Female,False,True,True,16,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Electronic check,20.4,321.4,False
1045,9506-UXUSK,San Jose,95116,37.350284,-121.852855,Male,False,False,False,13,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,70.15,931.75,False
1046,7909-FIOIY,Santa Clara,95051,37.348129,-121.98469,Female,False,True,True,19,False,No phone service,DSL,False,False,False,False,False,False,Month-to-month,True,Mailed check,24.85,434.8,False
1047,2361-FJWNO,Rancho Cucamonga,91737,34.245289,-117.642503,Male,False,False,False,40,False,No phone service,DSL,False,True,False,True,False,False,One year,False,Credit card (automatic),36.0,1382.9,False
1048,1769-GRUIK,Gridley,95948,39.346898,-121.759537,Female,False,False,False,18,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,71.1,1247.75,False
1049,1394-SUIUH,Mount Shasta,96067,41.33832,-122.290756,Female,True,True,False,44,True,False,Fiber optic,True,True,False,True,False,False,Month-to-month,True,Electronic check,85.15,3670.5,False
1050,8217-QYOHV,Burbank,91505,34.174215,-118.345928,Male,False,False,False,5,True,False,DSL,True,False,False,True,False,False,Month-to-month,True,Mailed check,55.75,266.95,False
1051,5956-YHHRX,Pilot Hill,95664,38.803731,-121.043799,Male,True,False,False,21,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Electronic check,104.35,2271.85,False
1052,0052-DCKON,Los Angeles,90063,34.044271,-118.185237,Male,False,True,False,66,True,True,Fiber optic,True,True,True,True,True,True,One year,False,Bank transfer (automatic),115.8,7942.15,False
1053,9710-NJERN,Palm Desert,92260,33.694501,-116.412711,Female,False,False,False,39,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.15,826,False
1054,6874-SGLHU,San Jose,95121,37.304681,-121.809955,Male,False,False,False,30,True,False,Fiber optic,False,True,False,False,True,True,One year,True,Bank transfer (automatic),97.0,3021.3,False
1055,6244-BESBM,Geyserville,95441,38.731771,-123.064272,Male,False,True,True,69,True,False,Fiber optic,False,False,False,True,True,True,Two year,True,Credit card (automatic),95.2,6671.7,False
1056,9565-FLVCG,Lamont,93241,35.245035,-118.905553,Male,False,True,False,65,True,True,DSL,True,True,False,False,False,True,Two year,True,Mailed check,69.55,4459.15,False
1057,9313-CDOGY,Imperial Beach,91932,32.579134,-117.119009,Male,False,True,True,38,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Electronic check,19.6,717.3,False
1058,8961-QDZZJ,Lake Arrowhead,92352,34.2565,-117.19335,Female,False,True,True,57,True,False,Fiber optic,False,True,False,False,True,True,One year,True,Electronic check,95.0,5535.8,False
1059,5515-RUGKN,Beverly Hills,90211,34.063947,-118.383001,Male,False,False,False,8,True,False,DSL,False,False,False,False,False,True,Month-to-month,True,Credit card (automatic),54.75,438.05,False
1060,7471-WNSUF,San Francisco,94121,37.776718,-122.495781,Male,False,True,False,60,True,True,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Bank transfer (automatic),24.15,1505.9,False
1061,0620-XEFWH,Oak Run,96069,40.689243,-122.037023,Male,False,True,True,4,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,18.85,84.2,False
1062,5871-DGTXZ,River Pines,95675,38.545775,-120.743325,Male,False,False,False,32,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.8,607.7,False
1063,2292-XQWSV,Temple City,91780,34.101608,-118.055848,Male,False,True,True,40,False,No phone service,DSL,False,True,True,True,True,True,One year,False,Mailed check,60.3,2448.5,False
1064,7717-BICXI,O Neals,93645,37.140104,-119.657092,Male,False,True,True,60,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.55,1205.05,False
1065,0562-KBDVM,Herald,95638,38.313447,-121.123886,Female,False,False,False,70,False,No phone service,DSL,True,True,True,True,False,False,Two year,True,Bank transfer (automatic),44.6,3058.15,False
1066,8760-ZRHKE,Berry Creek,95916,39.657228,-121.37778,Female,True,True,True,71,True,True,DSL,True,True,False,False,True,False,One year,False,Electronic check,69.2,4982.5,False
1067,9837-FWLCH,Palm Springs,92262,33.839989,-116.659215,Male,False,True,True,12,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Electronic check,19.2,239,False
1068,0696-UKTOX,North Hills,91343,34.238802,-118.482296,Male,False,False,True,23,True,False,DSL,False,True,False,True,False,False,Month-to-month,False,Electronic check,54.15,1312.45,False
1069,0042-RLHYP,Eureka,95503,40.737431,-124.108897,Female,False,True,True,69,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),19.7,1396.9,False
1070,0675-NCDYU,Placentia,92870,33.881158,-117.854783,Female,False,True,True,72,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Credit card (automatic),116.4,8543.25,False
1071,0902-RFHOF,Loomis,95650,38.809175,-121.171375,Male,False,False,False,38,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,20.1,730.1,False
1072,8267-KFGYD,Alhambra,91803,34.074736,-118.145959,Male,False,False,True,1,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,21.05,21.05,False
1073,5304-EFJLP,Los Molinos,96055,40.059385,-122.091481,Male,True,True,False,72,True,True,Fiber optic,False,True,True,True,True,True,Two year,True,Bank transfer (automatic),111.65,8022.85,False
1074,7874-ECPQJ,Wofford Heights,93285,35.690535,-118.552784,Female,False,False,True,4,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Bank transfer (automatic),20.05,85.5,False
1075,6625-FLENO,Los Angeles,90002,33.949255,-118.246978,Male,False,True,False,58,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.75,1185.95,False
1076,1399-UBQIU,Orange,92867,33.81859,-117.821288,Male,False,False,False,11,True,False,DSL,False,False,True,False,True,True,Month-to-month,True,Electronic check,69.35,712.25,False
1077,2753-JMMCV,Paso Robles,93446,35.634222,-120.728341,Male,False,False,False,65,True,True,DSL,False,True,True,True,False,True,Two year,True,Credit card (automatic),74.2,4805.65,False
1078,7108-DGVUU,Lookout,96054,41.280478,-121.160249,Female,True,True,False,21,True,True,DSL,False,True,True,False,False,True,One year,False,Bank transfer (automatic),71.7,1497.05,False
1079,5148-HKFIR,Piru,93040,34.432843,-118.730106,Female,False,False,False,20,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.7,406.95,False
1080,6458-CYIDZ,Albion,95410,39.225694,-123.717354,Female,True,False,False,5,True,False,Fiber optic,True,True,False,False,False,False,Month-to-month,False,Electronic check,80.7,374.8,False
1081,1698-XFZCI,Artesia,90701,33.867593,-118.080637,Male,False,False,False,61,True,True,Fiber optic,True,True,True,False,True,True,One year,True,Electronic check,107.75,6521.9,False
1082,6556-DBKZF,Chula Vista,91915,32.605012,-116.97595,Female,False,True,True,71,True,False,Fiber optic,False,False,True,False,False,False,Two year,False,Electronic check,76.05,5436.45,False
1083,0228-MAUWC,Los Gatos,95033,37.160194,-121.945611,Male,False,False,False,19,True,True,DSL,False,False,True,True,False,False,Month-to-month,False,Electronic check,59.55,1144.6,False
1084,0840-DCNZE,Newport Beach,92661,33.601309,-117.902304,Male,False,False,False,47,True,False,DSL,True,True,True,True,True,True,One year,True,Bank transfer (automatic),86.95,4138.9,False
1085,2391-IPLOP,Corcoran,93212,36.04533,-119.532424,Male,False,True,False,50,True,True,DSL,False,False,True,True,True,False,One year,True,Electronic check,69.65,3442.15,False
1086,0014-BMAQU,Napa,94558,38.489789,-122.27011,Male,False,True,False,63,True,True,Fiber optic,True,False,False,True,False,False,Two year,True,Credit card (automatic),84.65,5377.8,False
1087,4670-TABXH,Hawthorne,90250,33.914775,-118.348083,Male,False,True,False,72,True,True,Fiber optic,False,True,True,True,True,True,Two year,True,Credit card (automatic),109.75,7758.9,False
1088,6152-ONASV,Landers,92285,34.341737,-116.539416,Female,False,True,False,68,True,True,DSL,True,False,False,True,False,False,One year,False,Bank transfer (automatic),58.25,3975.7,False
1089,5716-LIBJC,Winton,95388,37.421299,-120.599587,Female,False,False,True,13,True,True,Fiber optic,False,True,True,False,True,True,One year,True,Credit card (automatic),104.15,1299.1,False
1090,4636-OLWOE,Fortuna,95540,40.584991,-124.121504,Male,False,False,True,54,True,False,DSL,False,True,True,True,False,False,One year,True,Electronic check,61.0,3283.05,False
1091,0248-PGHBZ,San Clemente,92672,33.429488,-117.609432,Female,True,False,False,67,True,False,Fiber optic,True,True,False,True,True,False,Two year,True,Bank transfer (automatic),92.45,6140.85,False
1092,2428-ZMCTB,Mountain View,94040,37.380662,-122.086022,Male,False,False,False,10,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Credit card (automatic),19.75,208.25,False
1093,3458-IDMFK,Idyllwild,92549,33.755039,-116.741796,Male,False,False,False,25,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,20.75,499.4,False
1094,1925-LFCZZ,Potrero,91963,32.619465,-116.593605,Male,True,False,False,55,False,No phone service,DSL,False,False,True,False,True,True,One year,True,Bank transfer (automatic),50.05,2743.45,False
1095,9881-VCZEP,San Jose,95126,37.327069,-121.916819,Female,False,True,False,25,True,True,DSL,False,True,False,False,False,False,Month-to-month,False,Electronic check,54.1,1373,False
1096,1307-TVUFB,Santa Ynez,93460,34.630356,-120.032564,Male,True,False,False,42,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Bank transfer (automatic),79.35,3344.1,False
1097,4660-IRIBM,Crows Landing,95313,37.435664,-121.049056,Male,False,True,True,18,True,False,Fiber optic,True,False,True,False,True,False,Month-to-month,True,Mailed check,87.9,1500.5,False
1098,1622-HSHSF,Biggs,95917,39.457388,-121.818201,Female,False,False,False,1,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,19.55,19.55,False
1099,3557-HTYWR,Los Angeles,90043,33.988543,-118.334081,Female,False,False,False,47,True,True,DSL,True,True,False,True,False,True,Two year,False,Mailed check,74.05,3496.3,False
1100,8148-WOCMK,Castaic,91384,34.506627,-118.699048,Male,False,True,True,8,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.6,125,False
1101,9070-BCKQP,Wilmington,90744,33.782068,-118.262263,Female,False,True,False,72,True,True,Fiber optic,True,False,True,True,True,True,Two year,True,Credit card (automatic),110.15,7881.2,False
1102,5248-YGIJN,Los Angeles,90031,34.085807,-118.206617,Male,False,True,False,72,True,True,DSL,True,True,True,True,True,True,Two year,True,Credit card (automatic),90.25,6369.45,False
1103,8606-CIQUL,Temecula,92591,33.540604,-117.10909,Male,True,True,True,72,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Credit card (automatic),115.75,8399.15,False
1104,6568-POCUI,Strawberry Valley,95981,39.58458,-121.093256,Female,False,True,False,45,True,False,Fiber optic,False,False,False,True,True,True,Two year,True,Credit card (automatic),95.2,4285.8,False
1105,0428-IKYCP,Sonora,95370,37.982716,-120.343732,Male,False,True,False,22,True,False,Fiber optic,False,False,True,False,True,False,Month-to-month,True,Bank transfer (automatic),87.0,1850.65,False
1106,4730-AWNAU,Lower Lake,95457,38.925545,-122.549083,Male,False,True,False,36,False,No phone service,DSL,True,False,True,True,True,True,One year,False,Credit card (automatic),60.7,2234.55,False
1107,9629-NHXFW,Downey,90241,33.940884,-118.128628,Female,False,True,True,1,True,False,False,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,19.4,19.4,False
1108,6603-QWSPR,Galt,95632,38.274451,-121.259201,Female,False,False,False,46,True,False,Fiber optic,False,True,True,True,True,True,Two year,True,Bank transfer (automatic),104.4,4904.2,False
